Train.Red Export for,Session at 2025-05-06 2:15 p.m.,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor 1,Train.Red FYER,,,,,,,,,,
-------------------------------------------------------------,,,,,,,,,,,
Sensor DataType,expertV13,,,,,,,,,,
Sensor ID,Train.Red FYER 0673,,,,,,,,,,
Mac Address,,,,,,,,,,,
Firmware Version,,,,,,,,,,,
Sensor Position,legRightUpperFront,,,,,,,,,,
2120.3,1,,68.13,37.49,1,0,,70.35,38.5,1,0
2120.31,1,,68.13,37.49,1,0,,69.37,38.03,1,0
2120.31,1,,68.13,37.49,1,0,,69.76,38.12,1,0
2120.31,1,,68.13,37.49,1,0,,70.2,38.07,1,0
2120.31,1,,68.13,37.49,1,0,,70.2,38.07,1,0
2120.31,1,,68.13,37.49,1,0,,70.04,37.96,1,0
2120.37,1,,68.13,37.49,1,0,,70.89,37.33,1,0
2120.48,1,,68.21,37.68,1,0,,69.45,38.64,1,0
2120.57,1,,68.15,37.66,1,0,,69.91,37.99,1,0
2120.66,1,,68.15,37.66,1,0,,70.04,38,1,0
2120.77,1,,68.27,37.54,1,0,,72.13,38.38,1,0
2120.94,1,,67.77,37.62,1,0,,70.35,37.93,1,0
2120.96,1,,67.77,37.62,1,0,,70.21,38.01,1,0
2121.12,1,,67.77,37.62,1,0,,70.2,38.16,1,0
2121.23,1,,67.44,37.64,1,0,,69.77,38.13,1,0
2121.29,1,,67.44,37.64,1,0,,70.31,38.15,1,0
2121.36,1,,67.44,37.64,1,0,,69.18,38.07,1,0
2121.53,1,,67.48,37.77,1,0,,69.98,38,1,0
2121.56,1,,67.9,37.83,1,0,,69.42,38.23,1,0
2121.66,1,,67.9,37.83,1,0,,69.67,38.24,1,0
2121.87,1,,68.28,37.6,1,0,,71.14,38.56,1,0
2121.87,1,,68.28,37.6,1,0,,71.14,38.56,1,0
2121.95,1,,68.28,37.6,1,0,,69.63,37.93,1,0
2122.16,1,,68.16,37.73,1,0,,69.68,37.82,1,0
2122.16,1,,68.16,37.73,1,0,,69.69,37.95,1,0
2122.37,1,,68.47,37.23,1,0,,69.43,37.82,1,0
2122.37,1,,68.47,37.23,1,0,,69.43,37.82,1,0
2122.47,1,,68.47,37.23,1,0,,69.8,37.69,1,0
2122.56,1,,67.63,37.59,1,0,,69.56,37.58,1,0
2122.64,1,,67.63,37.59,1,0,,69.8,37.64,1,0
2122.78,1,,68.52,37.6,1,0,,67.81,38.11,1,0
2122.85,1,,68.52,37.6,1,0,,70.4,37.81,1,0
2122.94,1,,68.09,37.53,1,0,,69.22,37.73,1,0
2123.16,1,,67.79,37.58,1,0,,69.31,37.63,1,0
2123.16,1,,67.79,37.58,1,0,,69.13,37.62,1,0
2123.36,1,,68.01,37.66,1,0,,70.08,37.85,1,0
2123.37,1,,68.01,37.66,1,0,,69.83,37.31,1,0
2123.49,1,,68.23,37.3,1,0,,69.42,37.98,1,0
2123.54,1,,68.23,37.3,1,0,,69.74,37.96,1,0
2123.63,1,,67.95,37.42,1,0,,69.19,37.9,1,0
2123.75,1,,68.47,37.74,1,0,,69.23,38.51,1,0
2123.87,1,,68.47,37.74,1,0,,70.02,38.1,1,0
2124.05,1,,68.47,37.74,1,0,,69.82,38.17,1,0
2124.05,1,,68.47,37.74,1,0,,69.82,38.17,1,0
2124.14,1,,69.19,37.51,1,0,,69.86,37.93,2,-1
2124.23,1,,69.19,37.51,1,0,,68.92,37.9,2,-1
2124.38,1,,68.01,37.64,1,0,,69.68,37.31,2,-1
2124.44,1,,68.01,37.64,1,0,,67.29,37.34,2,-1
2124.59,1,,68.32,37.48,1,0,,69.47,37.81,2,-1
2124.62,1,,68.32,37.48,1,0,,68.74,37.71,2,-1
2125.55,1,,68.15,37.52,1,0,,69.54,37.87,2,-1
2125.59,1,,68.15,37.52,1,0,,69.12,37.57,2,-1
2125.59,1,,68.15,37.52,1,0,,69.12,37.57,2,-1
2125.59,1,,68.15,37.52,1,0,,70.02,37.61,2,-1
2125.59,1,,68.15,37.52,1,0,,70.02,37.61,2,-1
2125.59,1,,68.15,37.52,1,0,,69.58,37.48,2,-1
2125.59,1,,68.15,37.52,1,0,,69.5,37.39,2,-1
2125.59,1,,68.15,37.52,1,0,,68.44,37.55,2,-1
2125.59,1,,68.15,37.52,1,0,,68.79,37.63,2,-1
2125.61,1,,68.15,37.52,1,0,,69.5,37.63,2,-1
2125.79,1,,68.45,37.47,1,0,,68.93,38.22,2,-1
2125.82,1,,68.45,37.47,1,0,,68.63,37.63,2,-1
2125.91,1,,68.16,37.51,1,0,,69.09,37.75,2,-1
2126.12,1,,68.28,37.54,1,0,,68.82,37.79,2,-1
2126.15,1,,68.28,37.54,1,0,,68.67,37.81,2,-1
2126.21,1,,68.28,37.54,1,0,,69.4,37.82,2,-1
2126.3,1,,68.69,37.46,1,0,,69.07,37.63,2,-1
2126.42,1,,67.74,37.36,1,0,,69.2,37.51,2,-1
2126.63,1,,67.93,37.17,1,0,,69.74,37.61,2,-1
2126.63,1,,67.93,37.17,1,0,,70.37,37.38,2,-1
2126.73,1,,67.93,37.17,1,0,,69.08,37.46,2,-1
2126.81,1,,67.5,37.32,1,0,,69.87,37.35,2,-1
2126.95,1,,67.5,37.32,1,0,,68.33,37.17,2,-1
2127.15,1,,67.65,37.49,1,0,,68.51,37.18,2,-1
2127.15,1,,67.65,37.49,1,0,,69.97,37.16,2,-1
2127.2,1,,67.65,37.49,1,0,,69.35,37.24,2,-1
2127.33,1,,67.65,37.49,1,0,,69.25,36.99,2,-1
2127.44,1,,67.32,37.34,1,0,,68.56,37.26,2,-1
2127.59,1,,67.7,37.51,1,0,,68.97,37.25,2,-1
2127.59,1,,67.7,37.51,1,0,,69.84,37.3,2,-1
2127.72,1,,68.01,37.31,1,0,,68.54,37.59,2,-1
2127.83,1,,68.63,37.43,1,0,,69.3,37.54,2,-1
2127.89,1,,68.63,37.43,1,0,,68.78,37.58,2,-1
2128.13,1,,67.56,37.45,1,0,,68.98,37.62,2,-1
2128.13,1,,67.56,37.45,1,0,,68.38,37.55,2,-1
2128.19,1,,67.56,37.45,1,0,,69.05,37.74,2,-1
2128.4,1,,68.22,37.45,1,0,,68.99,37.67,2,-1
2128.4,1,,68.22,37.45,1,0,,69.43,37.72,2,-1
2128.52,1,,68.51,37.33,1,0,,69.61,37.59,2,-1
2128.58,1,,68.51,37.33,1,0,,68.15,37.21,2,-1
2128.7,1,,68.57,37.43,1,0,,69.28,37.49,2,-1
2128.79,1,,68.57,37.43,1,0,,68.8,37.49,2,-1
2128.88,1,,68.04,37.39,1,0,,69.7,37.46,2,-1
2129.12,1,,67.47,37.2,1,0,,68.04,37.5,2,-1
2129.13,1,,67.47,37.2,1,0,,69.28,37.2,2,-1
2129.29,1,,65.98,37.55,1,0,,69.03,37.38,2,-1
2129.3,1,,65.98,37.55,1,0,,68.15,37.21,2,-1
2129.4,1,,67.45,37.25,1,0,,69.35,37.47,2,-1
2129.48,1,,67.45,37.25,1,0,,68.86,37.37,2,-1
2129.57,1,,67.39,37.15,1,0,,67.67,37.19,2,-1
2129.79,1,,67.56,37.11,1,0,,69.03,36.85,2,-1
2129.81,1,,68.19,37.27,1,0,,69.22,37.46,2,-1
2129.87,1,,68.19,37.27,1,0,,69.59,37.77,2,-1
2130.17,1,,68.03,37.12,1,0,,68.28,38.11,2,-1
2130.17,1,,68.03,37.12,1,0,,69.3,37.76,2,-1
2130.17,1,,68.03,37.12,1,0,,69.3,37.76,2,-1
2130.41,1,,68.44,37.14,1,0,,68.81,37.7,2,-1
2130.44,1,,68.44,37.14,1,0,,68.56,37.79,2,-1
2130.47,1,,68.44,37.14,1,0,,69.64,37.91,2,-1
2130.56,1,,68.06,37.09,1,0,,70.44,37.14,2,-1
2130.8,1,,67.95,36.96,1,0,,68.98,37.75,2,-1
2130.8,1,,67.95,36.96,1,0,,68.98,37.75,2,-1
2130.86,1,,67.95,36.96,1,0,,68.47,37.53,2,-1
2130.98,1,,68.26,37.01,1,0,,68.7,38.2,2,-1
2131.07,1,,68.26,37.01,1,0,,69.19,37.58,2,-1
2131.16,1,,67.76,36.97,1,0,,68.61,37.5,2,-1
2131.4,1,,67.97,36.87,1,0,,69.11,37.47,2,-1
2131.4,1,,67.97,36.87,1,0,,69.05,37.36,2,-1
2131.46,1,,68.25,37.08,1,0,,68.91,37.43,2,-1
2131.58,1,,67.5,37.13,1,0,,67.75,37.01,2,-1
2131.79,1,,67.71,36.97,1,0,,68.62,37.58,2,-1
2131.79,1,,67.71,36.97,1,0,,69.11,37.57,2,-1
2131.86,1,,67.71,36.97,1,0,,68.76,37.61,2,-1
2131.97,1,,68.35,37.15,1,0,,68.5,38.19,2,-1
2132.06,1,,67.88,37.2,1,0,,69.85,37.87,2,-1
2132.16,1,,67.88,37.2,1,0,,69.05,37.99,2,-1
2132.36,1,,68.65,37.03,1,0,,69.06,37.94,2,-1
2132.36,1,,67.93,37.01,1,0,,69.22,38.09,2,-1
2132.46,1,,67.93,37.01,1,0,,69.28,37.87,2,-1
2132.55,1,,67.93,37.01,1,0,,69.98,37.46,2,-1
2132.69,1,,67.95,37.33,1,0,,68.28,38.11,2,-1
2132.81,1,,68.51,37.22,1,0,,69.66,38.27,2,-1
2132.84,1,,68.51,37.22,1,0,,69.24,38.17,2,-1
2132.96,1,,67.65,37.12,1,0,,69.77,38.44,2,-1
2133.06,1,,67.65,37.12,1,0,,68.73,37.91,2,-1
2133.33,1,,68.08,37.4,1,0,,69.03,37.94,2,-1
2133.34,1,,68.08,37.4,1,0,,68.98,37.99,2,-1
2133.35,1,,67.66,37.19,1,0,,69.12,37.96,2,-1
2133.45,1,,67.66,37.19,1,0,,69.17,37.85,2,-1
2133.56,1,,67.69,37.24,1,0,,69.33,37.39,2,-1
2133.66,1,,67.69,37.24,1,0,,69.07,37.74,2,-1
2133.83,1,,67.87,37.25,1,0,,69.03,37.82,2,-1
2133.83,1,,67.87,37.25,1,0,,69.95,37.79,2,-1
2134.07,1,,67.67,37.2,1,0,,69,37.96,2,-1
2134.07,1,,67.67,37.2,1,0,,69.13,37.68,2,-1
2134.13,1,,67.67,37.2,1,0,,69.47,37.67,2,-1
2134.35,1,,68.33,37.27,1,0,,68.71,37.81,2,-1
2134.35,1,,68.33,37.27,1,0,,68.71,37.81,2,-1
2134.74,1,,68.12,37.22,1,0,,69.49,38.12,2,-1
2134.74,1,,68.12,37.22,1,0,,69.44,37.83,2,-1
2134.74,1,,68.12,37.22,1,0,,69.57,38.1,2,-1
2134.75,1,,68.12,37.22,1,0,,69.06,38.13,2,-1
2134.83,1,,67.63,37.37,1,0,,70.05,38.33,2,-1
2134.95,1,,68.54,37.3,1,0,,69.47,37.85,2,-1
2135.03,1,,68.54,37.3,1,0,,69.18,38.39,2,-1
2135.12,1,,68.54,37.3,1,0,,69.1,38.43,2,-1
2135.46,1,,68.15,37.29,1,0,,68.95,38.3,2,-1
2135.46,1,,68.15,37.29,1,0,,68.95,38.3,2,-1
2135.46,1,,68.15,37.29,1,0,,68.95,38.3,2,-1
2135.54,1,,68.12,37.25,1,0,,69.57,38.46,2,-1
2135.63,1,,68.12,37.25,1,0,,68.95,38.47,2,-1
2135.87,1,,68.58,37.37,1,0,,69.15,38.31,2,-1
2135.87,1,,68.58,37.37,1,0,,70.34,38.1,2,-1
2136.08,1,,68.33,37.34,1,0,,70.23,38.28,2,-1
2136.08,1,,68.33,37.34,1,0,,69.65,38.26,2,-1
2136.11,1,,68.33,37.34,1,0,,69.63,38.26,2,-1
2136.29,1,,68.6,37.19,1,0,,68.27,38.34,2,-1
2136.32,1,,68.6,37.19,1,0,,69.3,38.28,2,-1
2136.41,1,,68.48,37.26,1,0,,69.68,38.38,2,-1
2136.62,1,,68.44,37.31,1,0,,69.95,38.55,2,-1
2136.62,1,,68.44,37.31,1,0,,69.55,38.59,2,-1
2136.72,1,,68.44,37.31,1,0,,69.74,38.68,2,-1
2136.8,1,,68.57,37.3,1,0,,68.7,38.22,2,-1
2137.07,1,,68.2,37.57,1,0,,69.02,38.56,2,-1
2137.1,1,,68.2,37.57,1,0,,68.76,38.76,2,-1
2137.1,1,,68.2,37.57,1,0,,69.59,38.9,2,-1
2137.22,1,,68.35,37.33,1,0,,68.58,39.25,2,-1
2137.31,1,,68.09,37.42,1,0,,69.46,38.92,2,-1
2137.4,1,,68.09,37.42,1,0,,69.24,38.82,2,-1
2137.61,1,,67.94,37.58,1,0,,69.47,38.9,2,-1
2137.61,1,,67.94,37.58,1,0,,69.25,38.91,2,-1
2137.82,1,,68.57,37.5,1,0,,69.93,38.91,2,-1
2137.82,1,,68.57,37.5,1,0,,69.08,38.42,2,-1
2137.92,1,,68.31,37.47,1,0,,68.86,38.7,2,-1
2138.12,1,,67.99,37.6,1,0,,69.09,38.67,2,-1
2138.12,1,,67.99,37.6,1,0,,69.87,38.62,2,-1
2138.21,1,,68.05,37.61,1,0,,69.91,38.67,2,-1
2138.3,1,,68.05,37.61,1,0,,69.39,38.73,2,-1
2138.4,1,,68.05,37.61,1,0,,69.36,38.91,2,-1
2138.6,1,,69.16,37.74,1,0,,69.54,38.99,2,-1
2138.6,1,,69.16,37.74,1,0,,69.54,38.99,2,-1
2138.69,1,,69.16,37.74,1,0,,69.83,39.42,2,-1
2138.87,1,,68.59,37.71,1,0,,69.33,39.5,2,-1
2138.9,1,,68.59,37.71,1,0,,70.47,39.66,2,-1
2139.14,1,,67.89,37.64,1,0,,69.14,39.54,2,-1
2139.14,1,,67.89,37.64,1,0,,69.11,39.16,2,-1
2139.2,1,,66.59,38.27,1,0,,69.35,38.75,2,-1
2139.29,1,,66.59,38.27,1,0,,67.95,38.6,2,-1
2139.38,1,,66.59,38.27,1,0,,68.45,38.47,2,-1
2139.5,1,,67.71,37.49,1,0,,69.51,38.96,2,-1
2139.59,1,,67.71,37.49,1,0,,69.03,38.74,2,-1
2139.69,1,,67.64,37.27,1,0,,68.64,38.73,2,-1
2139.89,1,,68.09,37.35,1,0,,68.99,38.73,2,-1
2139.89,1,,68.09,37.35,1,0,,69.77,38.73,2,-1
2139.98,1,,68.09,37.35,1,0,,68.95,38.51,2,-1
2140.07,1,,68.12,37.24,1,0,,69.67,38.52,2,-1
2140.28,1,,67.42,37.2,1,0,,69.6,38,2,-1
2140.28,1,,67.42,37.2,1,0,,68.7,38.28,2,-1
2140.38,1,,68.56,37.36,1,0,,70.09,38.17,2,-1
2140.67,1,,68.31,37.25,1,0,,69.55,37.63,2,-1
2140.67,1,,68.31,37.25,1,0,,69.55,37.63,2,-1
2140.68,1,,68.31,37.25,1,0,,68.71,37.26,2,-1
2140.78,1,,68.61,37.42,1,0,,67.86,36.67,2,-1
2140.88,1,,68.3,37.5,1,0,,67.08,36.48,2,-1
2141.03,1,,68.3,37.5,1,0,,67.65,36.38,2,-1
2141.06,1,,68.21,37.48,1,0,,67.81,36.24,2,-1
2141.31,1,,68.17,37.44,1,0,,68,35.95,2,-1
2141.31,1,,68.17,37.44,1,0,,67.51,35.72,2,-1
2141.36,1,,68.17,37.44,1,0,,68,35.62,2,-1
2141.48,1,,68.82,37.6,1,0,,68.27,35.39,2,-1
2141.57,1,,68.31,37.54,1,0,,67.53,35.57,2,-1
2141.66,1,,68.31,37.54,1,0,,68.21,35.66,2,-1
2141.87,1,,67.72,37.38,1,0,,67.86,35.68,2,-1
2141.87,1,,67.72,37.38,1,0,,67.86,35.68,2,-1
2141.96,1,,68.51,37.55,1,0,,68.86,35.84,2,-1
2142.05,1,,68.34,37.61,1,0,,68.79,36.25,2,-1
2142.29,1,,68.92,37.61,1,0,,68.92,36.41,2,-1
2142.29,1,,68.92,37.61,1,0,,68.92,36.41,2,-1
2142.35,1,,68.92,37.61,1,0,,68.82,36.52,2,-1
2142.54,1,,68.15,37.68,1,0,,68.53,36.62,2,-1
2142.56,1,,68.15,37.68,1,0,,69.15,36.92,2,-1
2142.66,1,,68.15,37.68,1,0,,69.33,37.17,2,-1
2142.86,1,,68.09,37.45,1,0,,69.71,36.96,2,-1
2142.86,1,,68.09,37.45,1,0,,70.03,36.92,2,-1
2142.95,1,,68.09,37.45,1,0,,69.24,36.74,2,-1
2143.05,1,,68.09,37.45,1,0,,69.97,36.89,2,-1
2143.27,1,,67.65,37.39,1,0,,69.49,37.12,2,-1
2143.28,1,,67.65,37.39,1,0,,69.6,37.14,2,-1
2143.34,1,,67.65,37.39,1,0,,69.99,37.13,2,-1
2143.47,1,,68.03,37.44,1,0,,70.44,37.14,2,-1
2143.58,1,,67.66,37.66,1,0,,69.72,36.97,2,-1
2143.64,1,,67.66,37.66,1,0,,69.56,37.05,2,-1
2143.79,1,,67.91,37.78,1,0,,70.07,36.98,2,-1
2143.85,1,,68.79,37.7,1,0,,70.58,37.39,2,-1
2143.94,1,,68.79,37.7,1,0,,70.64,37.46,2,-1
2144.03,1,,67.23,37.29,1,0,,70.35,37.74,2,-1
2144.3,1,,67.99,37.67,1,0,,70.37,38.17,2,-1
2144.3,1,,67.99,37.67,1,0,,70.37,38.17,2,-1
2144.33,1,,67.99,37.67,1,0,,71.31,38.2,2,-1
2144.57,1,,67.88,38.15,1,0,,69.78,38.9,1,0
2144.6,1,,67.88,38.15,1,0,,71.44,38.25,1,0
2144.63,1,,67.88,38.15,1,0,,70.79,38.24,1,0
2144.85,1,,68.34,37.99,1,0,,70.74,37.74,1,0
2144.9,1,,68.42,38.03,1,0,,71.81,38.56,1,0
2144.93,1,,68.42,38.03,1,0,,72.61,38.01,1,0
2145.05,1,,68.22,38.01,1,0,,70.87,38.69,1,0
2145.15,1,,68.22,38.01,1,0,,71.46,39.03,1,0
2145.23,1,,68.51,37.99,1,0,,72.85,38.95,1,0
2145.32,1,,67.76,38.06,1,0,,72.94,39.13,1,0
2145.53,1,,68.22,37.49,1,0,,72.74,39.3,1,0
2145.53,1,,68.22,37.49,1,0,,72.64,39.4,1,0
2145.62,1,,67.58,37.83,1,0,,72.7,39.6,1,0
2145.74,1,,67.87,37.32,1,0,,73.05,39.78,1,0
2145.83,1,,67.87,37.32,1,0,,72.67,40.03,1,0
2145.92,1,,67.87,37.32,1,0,,72.41,39.98,1,0
2146.01,1,,68.36,36.88,1,0,,73.25,39.47,1,0
2146.22,1,,67.62,36.13,1,0,,71.96,39.54,1,0
2146.22,1,,67.62,36.13,1,0,,71.91,39.38,1,0
2146.31,1,,67.84,35.49,1,0,,71.71,39.39,1,0
2146.55,1,,67.91,35.86,1,0,,71.87,39.74,1,0
2146.55,1,,67.91,35.86,1,0,,71.87,39.74,1,0
2146.62,1,,67.91,35.86,1,0,,71.35,39.83,1,0
2146.79,1,,68.32,35.75,1,0,,71.5,39.58,1,0
2146.82,1,,68.32,35.75,1,0,,71.39,39.29,1,0
2146.94,1,,68.07,35.98,1,0,,71.99,39.18,1,0
2147.03,1,,67.29,36.52,1,0,,74.21,38.55,1,0
2147.13,1,,67.29,36.52,1,0,,71.5,39.03,1,0
2147.21,1,,67.75,36.46,1,0,,72.01,38.76,1,0
2147.31,1,,66.54,36.45,1,0,,71.82,38.33,1,0
2147.54,1,,67.35,36.74,1,0,,71.39,38.46,1,0
2147.54,1,,67.35,36.74,1,0,,71.39,38.46,1,0
2147.6,1,,67.35,36.74,1,0,,71.86,38.88,1,0
2147.72,1,,67.74,36.33,1,0,,72.28,38.93,0,1
2147.81,1,,67.74,36.33,1,0,,72.39,39.14,0,1
2147.9,1,,67.74,36.33,1,0,,72.19,39.22,0,1
2148.11,1,,68.22,35.06,1,0,,72.16,39.01,0,1
2148.12,1,,68.22,35.06,1,0,,72.25,39.33,0,1
2148.2,1,,67.74,35.11,1,0,,72.75,39.21,0,1
2148.29,1,,68.37,34.92,1,0,,72.22,38.94,0,1
2148.59,1,,67.87,35.7,1,0,,71.63,38.81,0,1
2148.62,1,,68.02,35.87,1,0,,71.98,38.42,0,1
2148.62,1,,68.02,35.87,1,0,,72.17,38.27,0,1
2148.71,1,,67.53,35.86,1,0,,71.72,38.1,0,1
2148.81,1,,67.53,35.86,1,0,,71.59,37.97,0,1
2148.93,1,,67.53,35.86,1,0,,73.08,38.04,0,1
2149.04,1,,68.02,35.67,1,0,,73.03,38.18,0,1
2149.1,1,,68.02,35.67,1,0,,71.34,38.29,0,1
2149.2,1,,68.95,35.41,1,0,,72.74,38.51,0,1
2149.34,1,,67.87,34.29,1,0,,73.54,38.36,0,1
2149.46,1,,67.95,34.41,1,0,,73.74,38.59,0,1
2149.52,1,,68.52,34.14,1,0,,73.11,38.8,0,1
2149.58,1,,68.52,34.14,1,0,,73.01,38.56,0,2
2149.7,1,,67.25,34.39,1,0,,73.2,38.46,0,2
2149.79,1,,67.25,34.39,1,0,,72.61,38.15,0,2
2149.88,1,,67.62,34.77,1,0,,72.34,37.86,0,2
2149.97,1,,66.99,35.37,1,0,,71.79,37.98,0,2
2150.09,1,,68.41,35.13,1,0,,71.6,37.99,0,2
2150.21,1,,66.72,35.63,1,0,,71.61,37.69,0,2
2150.3,1,,68.07,34.76,1,0,,73.81,37.76,0,2
2150.39,1,,68.08,34.44,1,0,,72.27,38.31,0,2
2150.48,1,,68.08,34.44,1,0,,72.27,38.53,0,2
2150.57,1,,69.12,33.48,1,0,,72.94,38.69,0,2
2150.78,1,,68.78,33.86,1,0,,72.92,38.69,0,2
2150.78,1,,68.78,33.86,1,0,,72.92,38.69,0,2
2150.91,1,,68.78,33.86,1,0,,73.33,38.29,0,2
2151.02,1,,67.99,34.85,1,0,,72.11,37.77,0,2
2151.08,1,,67.99,34.85,1,0,,71.85,37.8,0,2
2151.17,1,,67.99,34.85,1,0,,72.42,37.58,0,2
2151.26,1,,68.06,34.85,1,0,,73.61,37.5,0,2
2151.53,1,,66.46,34.18,1,0,,71.97,37.54,0,2
2151.53,1,,66.46,34.18,1,0,,72.29,37.9,0,2
2151.56,1,,66.46,34.18,1,0,,72.38,38.02,0,2
2151.77,1,,67.88,34.17,1,0,,71.97,38.05,0,2
2151.77,1,,67.88,34.17,1,0,,71.97,38.05,0,2
2151.89,1,,67.04,34.47,1,0,,71.95,37.89,0,2
2151.98,1,,68,34.53,1,0,,71.96,37.72,0,2
2152.11,1,,68,34.53,1,0,,71.65,37.3,0,2
2152.22,1,,68.3,34.8,1,0,,71.58,37.24,0,2
2152.28,1,,68.08,34.82,1,0,,73.11,36.99,0,2
2152.37,1,,68.08,34.82,1,0,,71.24,37.1,0,2
2152.46,1,,68.31,34.91,1,0,,71.6,37.18,0,2
2152.56,1,,68.27,34.03,1,0,,71.85,37.28,0,2
2152.82,1,,68.48,33.99,1,0,,71.28,37.45,0,2
2152.83,1,,68.48,33.99,1,0,,71.69,37.5,0,2
2152.85,1,,68.48,33.99,1,0,,71.52,37.33,0,2
2152.97,1,,68.26,34.16,1,0,,71.58,37.21,0,2
2153.06,1,,67.66,34.09,1,0,,70.87,36.98,0,2
2153.21,1,,68.55,34.2,1,0,,72.01,36.66,0,2
2153.3,1,,68.53,34.33,1,0,,72.86,36.34,0,2
2153.36,1,,68.53,34.33,1,0,,70.57,36.6,0,2
2153.54,1,,67.28,34.15,1,0,,71.08,36.77,0,2
2153.54,1,,67.28,34.15,1,0,,71.62,36.63,0,2
2153.84,1,,67.88,33.51,1,0,,71.05,36.9,0,2
2153.85,1,,67.88,33.51,1,0,,71.67,36.74,0,2
2153.86,1,,67.88,33.51,1,0,,71.33,37.01,0,1
2153.96,1,,67.07,33.61,1,0,,71.95,36.87,0,1
2154.06,1,,67.29,33.51,1,0,,70.56,36.6,0,1
2154.2,1,,67.98,33.64,1,0,,71.31,36.4,0,1
2154.23,1,,67.98,33.64,1,0,,71.41,36.31,0,1
2154.35,1,,68.02,33.65,1,0,,71.61,36.43,0,1
2154.45,1,,67.9,33.66,1,0,,71.22,36.63,0,1
2154.53,1,,68.1,33.33,1,0,,70.67,36.73,0,1
2154.76,1,,67.56,32.9,1,0,,70.72,36.82,0,1
2154.77,1,,67.56,32.9,1,0,,71.36,36.9,0,1
2154.83,1,,67.56,32.9,1,0,,71,37.13,0,1
2154.95,1,,67.59,32.8,1,0,,71.14,36.51,0,1
2155.1,1,,67.59,32.8,1,0,,71,36.49,0,1
2155.16,1,,67.59,32.8,1,0,,71.06,36.38,0,1
2155.22,1,,67.01,32.96,1,0,,71.55,36.4,0,1
2155.35,1,,68.01,33.01,1,0,,70.7,36.95,0,1
2155.43,1,,67.41,32.97,1,0,,70.65,36.08,0,1
2155.52,1,,68.74,32.94,1,0,,70.65,36.78,0,1
2155.67,1,,66.55,31.65,1,0,,71.04,36.8,0,1
2155.73,1,,66.55,31.65,1,0,,70.92,36.75,0,1
2155.82,1,,66.97,32.26,1,0,,71.08,36.82,0,1
2155.94,1,,66.85,32.02,1,0,,70.71,36.62,0,1
2156.03,1,,67.4,31.79,1,0,,70.95,36.3,0,1
2156.12,1,,67.19,32.17,1,0,,70.37,36.29,0,1
2156.21,1,,67.19,32.17,1,0,,71.5,36.48,0,1
2156.36,1,,66.69,31.95,1,0,,70.47,36.65,0,1
2156.48,1,,66.57,31.33,1,0,,70.21,36.71,0,1
2156.53,1,,67.22,31.16,1,0,,70.7,36.84,0,1
2156.65,1,,67.22,31.16,1,0,,70.84,36.85,0,1
2156.72,1,,67.08,31.46,1,0,,70.97,36.89,0,1
2156.87,1,,65.87,31.3,1,0,,70.27,36.63,0,1
2156.9,1,,65.87,31.3,1,0,,71.03,36.42,0,1
2157.02,1,,66.12,31.53,1,0,,70.66,36.18,0,1
2157.11,1,,65.89,31.43,1,0,,70.24,36.15,0,1
2157.2,1,,66.48,32.2,1,0,,71.37,36.19,0,1
2157.53,1,,65.73,30.97,1,0,,69.88,36.49,0,1
2157.53,1,,65.73,30.97,1,0,,70.31,36.44,0,1
2157.53,1,,65.73,30.97,1,0,,69.09,36.47,2,-1
2157.66,1,,65.73,30.97,1,0,,70.66,36.26,2,-1
2157.71,1,,65.73,30.97,1,0,,69.77,36.01,2,-1
2157.83,1,,65.76,31.1,1,0,,70.13,35.82,2,-1
2157.95,1,,66.07,30.88,1,0,,70.02,35.61,2,-1
2158.04,1,,65.54,30.83,1,0,,69.99,35.29,2,-1
2158.1,1,,65.54,30.83,1,0,,69.67,35.49,2,-1
2158.19,1,,65.54,30.78,1,0,,69.7,35.74,2,-1
2158.41,1,,66.28,30.73,1,0,,69.7,36.25,2,-1
2158.41,1,,66.28,30.73,1,0,,69.73,35.8,2,-1
2158.52,1,,65.44,30.51,1,0,,69.11,35.5,2,-1
2158.64,1,,66.21,30.9,1,0,,69.68,35.42,2,-1
2158.71,1,,66.21,30.9,1,0,,69.93,35.36,2,-1
2158.79,1,,66.14,30.69,1,0,,69.24,35.24,2,-1
2158.94,1,,65.89,30.5,1,0,,69.66,34.71,2,-1
2159.03,1,,65.78,29.73,1,0,,69.13,35.11,2,-1
2159.09,1,,65.78,29.73,1,0,,69.16,35.22,2,-1
2159.19,1,,65.9,30.21,1,0,,68.7,35.16,2,-1
2159.4,1,,66.14,30.18,1,0,,68.94,35.33,2,-1
2159.4,1,,66.14,30.18,1,0,,69.16,34.9,2,-1
2159.57,1,,65.41,30.12,1,0,,69.23,34.99,2,-1
2159.6,1,,65.41,30.12,1,0,,68.58,34.8,2,-1
2159.78,1,,64.8,28.8,1,0,,66.63,35.28,2,-1
2159.78,1,,64.8,28.8,1,0,,67.97,34.7,2,-1
2159.9,1,,65.26,29.32,1,0,,67.78,34.29,2,-1
2160.02,1,,65.63,29.43,1,0,,68.14,34.67,2,-1
2160.09,1,,65.63,29.43,1,0,,69.25,34.62,2,-1
2160.23,1,,66.02,29.25,1,0,,68.48,34.52,2,-1
2160.32,1,,66.02,29.25,1,0,,68.15,34.73,2,-1
